	Name	main_news	tagged_news
341	FB	"The Non-Disappearing Web Reacts to Facebook’s Slingshot: Facebook on Tuesday unveiled its latest social offering, Slingshot, which is designed to allow people to send ephemeral messages. The web had a lot to say about this latest offering."	"Yahoo Reveals Work Force Data, Joining Tech’s Small Diversity Parade: The Internet company joins Google, LinkedIn and a host of older tech companies in disclosing the gender and ethnic breakdown of its work force."
344	FB	"When Advertising on Facebook Can Be a Waste of Money: If a business buys ads from Facebook and the ads generate likes from people or accounts who aren’t really interested in the business, advertising dollars have been wasted."	
347	FB	"Facebook Mirrors Tech Industry’s Lack of Diversity: The social networking company disclosed that 31 percent of its workers globally are women. In the United States, Facebook’s management is overwhelmingly white and male."	
348	FB	"Daily Report: Effort by Facebook to Safeguard Data From the Law Fails, For Now: The New York district attorney’s office demanded account details of 381 people for an investigation that led to indictments on Social Security fraud charges."	
349	FB	"Facebook Tinkers With Users’ Emotions in News Feed Experiment, Stirring Outcry: Last week Facebook revealed that it had manipulated the news feeds of over half a million randomly selected users to change the number of positive and negative posts they saw."	"On the Next Docket: How the First Amendment Applies to Social Media: A man says the violent rap lyrics he posted on social media were art, but he was locked up for threatening his ex-wife. The Supreme Court will weigh in next term."
351	FB	"After Uproar, European Regulators Question Facebook on Psychological Testing: The social network is facing potential investigations in Europe on whether it broke local privacy laws by manipulating the emotional content of users’ posts without their consent."	"Swear Off Social Media, for Good or Just for Now: Those concerned about their online profiles have a range of options, from deactivating their accounts completely to limiting who sees past posts."
352	FB	"Privacy Group Complains to F.T.C. About Facebook Emotion Study: The Electronic Privacy Information Center said Facebook deceived its users and violated a consent decree with American regulators with a study that manipulated the emotional tone of the news feeds of 700,000 users without their explicit consent."	
353	FB	"Social Anxiety: For some people, social media offer a respite from shyness. Others say Facebook is just as bad — or worse than — real life."	
355	FB	"Tangled Web of Memories Lingers After a Breakup: Scrubbing painful memories from Facebook, Twitter, Instagram and other sites can be a challenge."	
361	FB	"Coming Soon to Social Media: Click to Buy Now: Twitter and Facebook, which are fighting for the attention of social media users and advertisers, both announced baby steps into the world of e-commerce on Thursday."	
363	FB	"Facebook and Apple Posting Quarterly Earnings This Week: When Apple announces its quarterly results on Tuesday, the power of the iPhone will be put to the test."	"When Struggling Families Spark Internet Rage: Brenda Ann Kenneally’s photographs of the economically depressed city of Troy, NY, provoked a furor on the Internet last week. Can photography inspire compassion, too?"
365	FB	"Facebook’s Profit Propelled by Mobile: Mobile devices accounted for nearly two-thirds of the social networking company’s revenue, which rose 61 percent over the same quarter last year."	"Twitter, Like Other Big Tech Companies, Comes Up Short on Diversity: The social media company’s report on employees’ gender and ethnic backgrounds is the latest in a string of reports indicating that when it comes to diversity, the tech industry has “a lot of work to do.”"
366	FB	"Daily Report: Mobile Advertising Lifts Profit at Facebook: Mobile devices accounted for nearly two-thirds of the social networking company’s revenue, which rose 61 percent over the second quarter of 2013."	
368	FB	"3 Killed in a Facebook Blasphemy Rampage in Pakistan: A mob of about 1,000 stormed through a minority Ahmadi neighborhood in a Pakistani city, leaving a woman and her two granddaughters dead."	
370	FB	"Curalate Expands Its Analytic Tools to Cover Facebook, Instagram and Tumblr: One client’s dress had been shared on Tumblr 40,000 times — and the client had no idea."	
373	FB	"Daily Report: Turning Users Into Customers at Facebook: To grab some of television’s ad dollars, Facebook is trying to help advertisers reach potential buyers with exacting precision."	
374	FB	"New Buying Strategy as Facebook and Google Transform Into Web Conglomerates: A buying spree among technology companies has revolutionized the venture capital business model, Steven Davidoff Solomon writes in the Deal Professor."	"Unmasking the Mystery Mac Spell-Checker: Plus, where to get old photographs digitized."
377	FB	"Facebook’s Change of Face: Alongside family photos and cat videos, Facebook feeds now include commentary on the Israel-Palestine conflict. To longtime users, the shift is jarring."	
388	FB	"Facebook Takes Steps Against ‘Click Bait’ Articles: The company says it adjusted the algorithm that ranks news items to divert attention from articles that tempt readers with a headline, but offer little more."	"Save the Fav, Twitter’s Digital Body Language: Twitter is changing what happens when you press “favorite” in response to a tweet. The move could put an end to one of the most useful nonverbal cues on the Internet."
391	FB	"Irish Panel to Pick a Regulator With Global Reach in Overseeing Data Privacy: The commissioner will be responsible for protecting the rights of those who use technology services outside the United States, including many users of Facebook, LinkedIn and Apple."	
